email_counts,html tag_counts,url_counts,Twitter username_counts,hashtag_counts,character_counts,word_counts,unique word_counts,punctuation mark_counts,uppercase word_counts,lowercase word_counts,digit_counts,alphabetic char_counts,spam_label
2,40,13,0,6,2324,180,147,487,59,65,185,1473,1
2,0,1,0,0,618,73,63,188,2,45,14,344,1
0,0,1,0,1,2732,161,140,476,2,42,545,1551,1
2,0,2,0,0,3213,483,304,197,14,396,62,2472,1
0,0,2,0,0,385,56,51,23,2,41,8,299,1
0,109,2,0,23,3955,406,278,766,62,149,327,2457,1
2,128,0,0,30,4639,413,248,882,76,151,340,3005,1
0,0,3,0,0,798,120,91,67,3,103,9,603,1
2,0,3,0,0,2236,378,222,233,3,332,52,1574,1
0,0,3,0,0,433,61,56,31,2,45,26,316,1
2,0,2,0,0,2726,411,261,184,23,342,44,2088,1
1,26,10,0,1,779,26,25,180,0,24,33,541,1
0,0,2,0,0,646,77,65,189,3,29,28,353,1
0,0,2,0,0,418,58,53,30,12,36,22,309,1
0,0,3,0,0,769,106,80,46,0,90,51,567,1
1,26,10,0,1,794,26,25,183,0,24,33,553,1
0,105,12,0,9,7751,616,343,1699,27,259,785,4652,1
2,48,0,0,6,2042,220,152,429,20,117,98,1296,1
1,46,14,0,2,2370,175,147,529,27,71,48,1619,1
2,35,0,0,0,1606,216,163,155,17,163,12,1224,1
0,4,0,0,0,811,31,31,256,1,26,344,181,1
1,3,3,0,0,793,118,103,70,7,48,31,575,1
0,10,2,0,0,395,39,33,78,2,17,4,275,1
0,135,6,0,6,6152,563,265,1467,11,461,341,3782,1
0,73,3,0,16,3171,281,204,684,22,134,288,1919,1
0,49,6,0,11,2525,252,193,459,20,126,145,1670,1
1,13,1,0,1,419,50,45,68,1,40,12,290,1
2,0,4,0,0,851,119,97,60,15,87,18,655,1
1,0,2,0,0,2553,59,59,185,1,18,351,1959,1
2,344,151,0,11,23926,1612,668,5170,8,702,1283,15862,1
5,66,17,0,2,3244,214,139,895,21,157,335,1801,1
0,0,0,0,0,621,106,73,13,0,92,2,501,1
0,0,1,0,0,148,25,23,10,1,19,0,114,1
0,0,2,0,0,988,152,104,47,1,139,12,778,1
0,0,0,0,0,3227,512,257,78,502,1,130,2508,1
1,0,1,0,0,696,103,83,89,9,70,21,484,1
0,69,15,0,8,3232,224,163,774,2,178,111,2124,1
2,0,4,0,0,1997,318,200,135,9,242,45,1500,1
2,52,2,0,1,2280,143,122,699,0,79,43,1396,1
0,63,15,0,7,2829,233,165,644,45,146,266,1687,1
3,0,0,0,0,3127,481,291,207,37,383,44,2396,1
1,3,3,0,0,1034,149,118,75,4,61,59,752,1
0,55,3,0,0,2271,304,220,332,13,203,22,1614,1
2,92,25,0,22,5983,456,220,1326,16,380,463,3739,1
2,1,3,0,0,1249,179,134,177,17,123,12,882,1
1,0,0,0,0,1684,244,126,401,53,172,10,1030,1
1,0,0,0,0,6118,1060,502,123,72,888,56,4880,1
1,0,2,0,0,1968,335,224,164,14,241,101,1369,1
0,48,3,0,5,2201,266,202,304,5,213,35,1597,1
0,0,0,0,0,758,115,88,22,2,85,31,591,1
0,145,4,0,37,7215,661,418,1535,16,383,508,4512,1
0,0,0,0,0,301,33,30,24,6,7,13,232,1
0,85,2,0,15,4983,392,249,1010,9,222,354,3228,1
1,1,4,0,0,1748,259,183,157,3,220,45,1288,1
1,0,5,0,0,2045,316,205,168,23,243,50,1512,1
1,41,4,0,1,1645,126,109,413,11,57,93,1014,1
1,0,2,0,0,906,118,101,67,7,34,17,705,1
0,0,0,0,0,2378,412,248,52,30,331,20,1895,1
6,0,3,0,0,3982,621,369,153,67,481,62,3147,1
0,20,2,0,0,1090,85,68,261,10,59,164,581,1
0,0,0,0,0,2100,339,216,160,24,270,46,1556,1
0,0,0,0,0,78,14,14,1,0,9,0,64,1
3,0,0,0,0,633,69,57,192,2,47,31,342,1
1,3,3,0,0,1836,268,216,136,12,77,77,1356,1
1,91,4,0,24,3480,307,196,834,1,215,236,2104,1
0,0,3,0,0,671,98,82,75,7,69,20,479,1
1,27,3,0,1,1448,136,117,257,9,94,36,1020,1
1,0,3,0,0,768,82,74,154,2,59,9,524,1
2,0,0,0,0,587,72,58,146,1,56,11,359,1
3,177,3,0,37,5995,478,280,1328,124,99,464,3726,1
0,35,4,0,0,694,52,50,167,8,34,5,471,1
2,0,0,0,0,3031,562,300,114,19,476,40,2316,1
2,6,10,0,0,3165,476,297,326,57,326,59,2305,1
0,2,3,0,0,1099,161,133,64,8,93,19,856,1
2,54,0,0,5,1692,140,100,472,2,78,96,985,1
0,0,4,0,0,800,119,93,49,41,68,31,602,1
0,45,2,0,0,1834,217,183,269,12,136,104,1245,1
2,0,1,0,0,1115,159,123,58,131,4,45,854,1
1,0,2,0,0,3838,644,351,113,18,527,91,2991,1
0,0,1,0,0,430,74,63,20,3,66,0,337,1
1,79,3,0,30,3763,365,211,869,13,249,190,2340,1
5,98,4,0,21,4180,366,266,851,10,283,565,2399,1
3,49,17,0,1,3146,187,125,693,7,141,174,2093,1
3,122,3,0,56,6284,517,349,1535,14,232,497,3736,1
1,50,1,0,26,2944,264,178,653,7,138,155,1873,1
0,0,2,0,0,3260,581,345,254,40,404,90,2336,1
2,3,4,0,0,1832,285,182,424,53,131,56,1068,1
0,0,0,0,0,1373,268,180,95,61,169,9,1002,1
3,0,4,0,0,943,117,96,158,9,79,55,614,1
3,0,1,0,0,719,67,57,200,5,42,44,380,1
3,95,2,0,7,3665,479,313,630,74,270,194,2363,1
1,0,1,0,0,1121,176,130,56,3,132,26,864,1
1,72,1,0,40,4066,374,259,895,5,194,317,2481,1
2,43,2,0,1,1842,173,150,541,10,106,8,1121,1
0,84,2,0,1,3009,383,272,752,28,220,85,1790,1
0,0,0,0,0,4542,63,63,73,0,0,619,3788,1
1,40,10,0,6,1881,156,126,344,59,51,179,1203,1
0,47,2,0,1,1654,228,163,274,14,152,46,1107,1
5,110,0,0,13,4406,486,313,806,16,347,115,3000,1
1,32,1,0,15,1504,161,109,285,46,72,97,962,1
9,98,4,0,21,4046,366,266,791,9,283,435,2455,1
0,0,3,0,0,665,98,82,78,7,69,44,446,1
1,142,0,0,38,12004,858,536,2700,18,451,1906,6541,1
0,1,4,0,0,1665,204,165,169,18,120,47,1246,1
1,94,3,0,23,2916,200,127,773,0,146,171,1773,1
1,0,1,0,0,2142,331,186,109,6,98,779,849,1
0,57,3,0,2,1557,173,144,303,30,94,42,1040,1
0,0,0,0,0,759,117,94,35,6,75,25,583,1
0,40,1,0,26,2359,235,157,443,75,93,197,1485,1
0,0,3,0,0,966,153,112,52,7,115,57,705,1
2,114,7,1,15,5174,408,243,1033,75,99,536,3198,1
0,0,2,0,0,1202,173,124,123,6,122,39,868,1
1,0,2,0,0,1516,213,153,155,12,163,21,1128,1
2,0,2,0,0,1383,206,158,195,42,65,25,958,1
0,0,0,0,0,20491,336,336,1,0,0,2584,17571,1
0,47,2,0,1,1045,104,88,225,24,50,52,665,1
0,0,0,0,0,1576,21,21,12,0,0,272,1272,1
5,68,22,0,0,3558,213,153,903,51,93,423,2020,1
0,0,2,0,0,887,130,96,36,2,105,26,696,1
4,198,1,0,41,7877,666,401,1528,135,213,391,5293,1
1,40,2,0,7,1309,141,129,245,45,59,79,845,1
0,98,3,0,1,2957,330,215,676,12,262,125,1827,1
5,98,6,0,21,4291,376,270,872,9,289,531,2513,1
1,168,9,0,56,8063,638,280,2000,2,427,557,4869,1
0,0,3,0,0,948,133,99,97,9,85,23,696,1
1,0,0,0,0,4840,743,416,332,8,538,136,3630,1
0,0,0,0,1,3531,656,393,162,78,455,132,2582,1
1,0,2,0,26,6176,509,321,851,50,251,842,3975,1
1,64,2,0,0,5321,631,432,754,102,399,344,3593,1
0,44,15,0,6,3770,213,138,1028,0,133,301,2229,1
2,0,0,0,0,910,140,108,59,8,105,10,702,1
1,0,0,0,0,511,79,66,33,4,45,58,342,1
2,4,3,0,0,905,75,72,322,19,32,13,496,1
0,102,3,0,0,6294,693,463,842,71,454,489,4271,1
3,0,0,0,0,940,134,94,98,4,104,29,680,1
1,0,4,0,0,2551,352,229,625,36,245,22,1553,1
4,55,5,0,14,2776,233,162,686,81,93,113,1745,1
2,28,3,0,0,1549,195,160,197,2,160,47,1111,1
0,0,4,0,0,757,118,92,47,41,68,9,584,1
0,9,3,0,0,399,29,28,75,4,21,10,286,1
0,104,3,0,51,3950,325,209,978,17,182,379,2269,1
2,116,0,0,27,4088,335,186,820,72,74,367,2567,1
1,0,7,0,0,2449,340,211,302,3,298,30,1778,1
0,59,1,0,9,2220,201,154,482,1,130,106,1432,1
0,0,0,0,0,1698,278,192,37,15,235,14,1370,1
1,25,4,0,9,1274,91,74,299,3,29,133,752,1
0,0,0,0,0,1032,17,17,1,0,0,139,876,1
5,13,2,0,5,2811,354,267,475,72,155,217,1765,1
1,17,1,0,0,549,62,57,120,2,47,24,344,1
0,16,1,0,9,1035,121,87,158,25,76,40,715,1
0,0,2,0,0,534,67,58,115,2,50,14,339,1
1,7,7,0,0,1615,221,148,95,1,176,7,1293,1
0,0,1,0,0,2791,450,278,74,42,366,17,2251,1
0,0,0,0,0,1762,317,197,64,5,250,2,1380,1
1,30,9,0,2,1630,96,77,442,10,71,62,1031,1
0,0,1,0,0,1034,168,121,80,2,144,13,774,1
0,44,3,0,10,1759,177,120,353,5,117,120,1110,1
0,0,0,0,26,5790,490,307,723,50,240,842,3736,1
0,0,0,0,0,2433,34,34,62,0,0,383,1955,1
0,0,0,0,0,4200,69,69,36,0,0,511,3585,1
0,0,0,0,0,1373,268,180,95,61,169,9,1002,1
12,167,29,0,40,8222,555,276,1864,3,455,315,5489,1
0,58,3,0,4,1765,204,160,300,18,125,46,1216,1
0,3,4,0,4,1181,168,126,94,3,79,58,862,1
2,0,1,0,0,486,48,46,186,4,27,19,234,1
1,21,1,0,0,1076,116,96,281,17,40,3,677,1
3,57,0,0,5,2108,205,160,439,2,163,44,1421,1
2,35,0,0,0,1605,216,163,155,17,163,12,1223,1
0,0,0,0,0,1333,221,135,47,218,0,45,1021,1
3,0,1,0,0,2624,406,267,176,23,261,52,1991,1
0,0,0,0,0,615,98,71,25,4,69,84,409,1
2,0,1,0,0,5275,868,443,171,29,739,59,4175,1
2,2,0,0,0,3483,625,361,342,101,423,79,2438,1
0,0,1,0,0,1062,158,131,82,22,88,9,814,1
1,0,4,0,0,1189,136,121,165,15,87,11,878,1
1,0,0,0,0,827,158,107,43,16,109,9,618,1
2,17,1,0,3,958,127,101,120,1,103,29,683,1
0,152,4,0,44,6821,629,293,1680,47,426,464,4049,1
1,0,2,0,0,1184,181,149,61,8,98,63,880,1
1,0,0,0,0,1399,251,154,26,10,229,1,1122,1
0,0,0,0,0,470,84,69,14,2,68,31,342,1
1,44,1,0,25,3632,429,283,640,29,303,127,2437,1
0,151,5,0,103,6236,532,191,1642,5,306,393,3670,1
1,0,2,0,0,5703,92,92,236,0,11,855,4521,1
0,0,0,0,0,755,142,97,45,2,132,0,569,1
1,0,2,0,0,1420,204,135,307,20,113,34,876,1
0,0,0,0,0,1570,272,187,43,12,199,30,1226,1
2,0,1,0,0,2972,493,289,215,48,393,4,2261,1
0,0,0,0,0,1162,213,142,55,2,160,5,890,1
0,0,0,0,17,4712,357,253,611,40,163,691,3054,1
0,58,7,0,9,2926,261,161,630,16,136,322,1714,1
0,95,21,0,30,6615,565,328,1262,191,213,294,4494,1
0,0,0,0,0,2079,367,226,65,39,296,5,1643,1
1,273,3,0,33,17693,1131,545,5005,78,454,2167,9391,1
2,129,1,0,15,4743,378,232,1054,89,92,346,2966,1
2,116,0,0,27,4122,341,191,824,74,76,373,2585,1
2,6,10,0,0,3526,498,304,374,62,326,58,2597,1
3,43,3,0,2,1832,269,181,229,60,138,86,1249,1
1,0,0,0,0,1579,255,179,37,3,221,14,1274,1
1,67,1,0,2,5451,422,221,996,40,301,161,3873,1
3,74,19,0,18,4553,346,230,1034,3,254,483,2691,1
0,0,3,0,0,1065,154,106,57,11,127,14,841,1
1,48,1,0,26,2731,241,150,618,7,158,84,1789,1
2,0,2,0,0,2652,400,251,176,22,335,44,2033,1
1,61,1,0,24,2104,221,130,418,99,74,178,1288,1
0,3,4,0,0,937,129,100,83,8,54,44,682,1
53,1224,81,0,59,68814,9166,2077,9553,185,7458,857,49239,1
0,37,2,0,3,1093,174,103,178,29,108,35,707,1
1,52,5,0,3,1815,137,114,398,11,90,39,1242,1
0,0,2,0,0,417,52,50,66,0,41,8,292,1
0,0,0,0,0,1529,26,26,0,1,0,159,1345,1
2,117,34,0,25,8327,496,247,2034,42,155,1182,4616,1
2,61,3,0,2,3763,357,283,704,47,187,255,2448,1
0,0,3,0,0,551,88,65,31,0,72,10,423,1
0,0,0,0,0,4774,79,79,39,0,0,683,3974,1
2,69,3,0,18,3721,333,246,784,9,203,321,2284,1
2,0,0,0,0,4319,737,311,285,280,105,601,2697,1
1,50,8,0,5,2107,157,121,573,44,60,52,1326,1
0,20,1,0,4,1034,102,61,236,0,46,58,639,1
0,4,5,0,0,1118,156,122,56,13,100,10,897,1
0,0,0,0,0,2208,367,226,92,15,304,67,1683,1
0,100,2,0,84,7077,564,253,1459,239,145,594,4461,1
0,0,2,0,0,429,52,50,64,0,41,6,308,1
1,0,1,0,0,326,35,34,22,9,18,64,206,1
0,14,4,0,5,556,47,41,111,15,8,32,367,1
0,0,2,0,0,485,71,64,66,0,66,2,347,1
1,0,1,0,0,1946,298,199,119,44,224,27,1503,1
2,429,1,0,10,17428,2418,1178,3472,520,891,506,11033,1
1,7,7,0,0,1673,232,158,95,1,180,7,1340,1
0,8,1,0,0,368,59,51,47,11,40,6,257,1
1,0,0,0,0,654,113,91,31,4,74,25,486,1
0,44,4,0,10,1789,178,121,359,5,118,120,1133,1
0,0,2,0,0,835,126,90,46,6,105,27,637,1
1,0,0,0,0,3255,558,341,75,75,396,46,2577,1
3,171,7,0,39,7592,625,292,1862,5,447,455,4651,1
6,0,2,0,1,7638,1319,631,516,218,798,208,5596,1
0,0,3,0,0,1115,155,107,59,11,127,40,862,1
0,0,4,0,0,729,118,92,46,41,68,9,557,1
2,0,1,1,0,875,128,112,85,9,77,22,641,1
0,0,0,0,0,2269,373,253,85,21,222,25,1787,1
0,45,6,0,5,1717,155,128,368,57,63,138,1057,1
0,1,2,0,0,1305,201,166,100,20,89,80,925,1
1,121,20,0,17,12139,1476,765,1449,33,1072,434,8781,1
0,1,2,0,0,2086,287,216,71,6,196,22,1707,1
0,23,6,0,3,679,40,28,182,0,19,42,416,1
1,0,0,0,0,2978,496,266,53,23,418,10,2420,1
0,152,4,0,44,6819,629,293,1680,47,426,464,4047,1
0,63,3,0,25,2676,256,134,651,1,228,200,1570,1
1,0,0,0,0,1248,204,154,57,26,143,21,967,1
0,0,0,0,0,1416,251,151,27,246,0,16,1123,1
69,1200,74,0,296,62193,5293,1423,13138,126,3371,2289,41474,1
1,0,2,0,42,16925,1078,579,2595,62,264,3365,9888,1
3,208,77,0,27,10731,658,338,2679,32,437,304,7090,1
0,0,3,0,1,551,63,55,55,5,29,50,384,1
0,69,1,0,23,3898,506,286,595,24,334,167,2631,1
1,0,64,0,0,4205,237,184,636,23,113,124,3209,1
2,264,1,0,55,10453,979,501,2357,68,524,829,6287,1
1,0,6,0,0,1626,240,174,215,59,146,15,1156,1
2,16,4,0,2,1032,79,73,217,0,68,63,674,1
1,0,0,0,0,571,102,83,34,14,67,26,410,1
1,0,2,0,0,1080,156,119,200,5,122,33,692,1
0,82,4,0,14,4302,460,293,882,29,280,235,2726,1
0,0,0,0,0,2463,457,239,107,39,345,4,1896,1
2,6,10,0,0,3488,498,304,364,62,336,64,2563,1
4,0,0,0,0,1449,205,135,112,10,153,39,1094,1
1,0,0,0,0,573,102,83,34,14,67,26,412,1
1,0,0,0,0,1957,331,198,34,9,288,8,1585,1
0,74,6,0,32,4086,355,218,772,39,237,210,2750,1
1,0,1,0,0,716,102,82,91,9,70,25,499,1
0,0,0,0,0,2073,369,200,41,23,315,18,1646,1
0,1,2,0,0,1413,242,173,78,9,181,47,1047,1
2,2,1,0,0,615,63,55,201,1,39,20,332,1
0,67,17,0,12,3776,348,229,714,57,197,433,2282,1
2,123,4,0,20,3768,306,201,792,50,124,170,2501,1
1,98,3,0,16,4597,452,274,929,26,267,264,2953,1
0,465,2,0,43,27102,3109,1319,3667,85,2428,572,19755,1
0,0,0,0,0,1118,19,19,0,0,0,136,964,1
0,0,0,0,0,1047,184,125,28,2,152,2,834,1
0,0,2,0,0,471,66,62,72,8,50,26,308,1
1,0,2,0,0,1028,130,99,163,4,82,27,709,1
0,16,1,0,0,955,123,98,102,5,90,29,702,1
0,26,2,0,5,868,67,55,218,29,1,34,550,1
0,0,3,0,0,680,99,83,76,7,69,20,486,1
1,0,4,0,0,815,113,91,113,26,16,96,494,1
1,0,3,0,0,962,119,92,157,12,62,10,677,1
0,0,0,0,0,564,87,77,21,8,22,2,450,1
1,0,4,0,0,992,96,82,280,3,40,28,589,1
1,3,4,0,0,1273,172,130,79,2,146,19,1004,1
1,0,1,0,0,790,109,92,106,8,69,2,574,1
0,61,6,0,1,2351,226,150,472,2,172,82,1572,1
1,0,4,0,0,1765,211,144,310,39,124,79,1166,1
1,40,11,0,6,1941,161,130,359,59,54,185,1237,1
3,0,2,0,0,2316,346,200,129,6,105,779,988,1
1,40,10,0,6,1844,157,127,353,58,53,252,1083,1
1,0,3,0,0,2806,472,283,247,34,376,31,2057,1
1,0,1,0,0,1426,211,160,75,1,170,24,1117,1
0,0,9,0,0,1599,202,148,248,12,136,47,1103,1
1,0,2,0,26,6181,509,321,851,50,251,842,3980,1
1,0,2,0,0,1642,240,153,165,1,214,25,1213,1
2,56,5,0,0,2508,205,159,596,37,80,26,1682,1
1,0,2,0,0,1514,241,154,73,1,197,28,1173,1
0,0,0,0,0,18019,296,296,145,0,0,1630,15949,1
1,96,1,0,1,4132,443,281,700,37,299,51,2939,1
0,28,4,0,1,1836,182,147,368,7,104,71,1216,1
0,61,3,0,13,2745,250,136,700,41,141,117,1679,1
0,0,0,0,0,857,155,117,27,17,118,9,667,1
2,105,3,33,18,5906,751,387,1327,31,471,502,3327,1
1,0,0,0,0,3234,516,336,344,52,362,89,2286,1
0,0,4,0,0,830,119,93,51,41,68,44,617,1
0,49,5,0,9,1858,182,127,432,2,138,68,1177,1
0,0,0,0,0,6376,105,105,39,0,0,697,5536,1
0,77,5,0,8,2657,256,177,652,1,200,115,1635,1
0,0,3,0,0,1133,155,107,60,11,127,48,871,1
0,0,1,0,0,412,70,62,22,15,46,2,319,1
0,4,5,0,0,2437,53,43,229,1,3,111,1290,1
1,0,4,0,0,2893,467,279,249,29,383,55,2123,1
4,92,5,0,12,4561,523,324,867,95,338,135,3037,1
0,14,2,0,0,332,30,22,75,15,6,16,212,1
0,0,4,0,0,1878,292,189,74,13,187,60,1453,1
2,0,0,0,0,1174,169,134,114,4,133,3,889,1
0,234,1,1,31,14957,1061,568,3131,29,643,891,9875,1
3,166,1,0,0,5291,514,325,1125,176,158,109,3544,1
2,110,0,0,30,4518,408,249,811,66,123,363,2937,1
1,4,4,0,0,1003,147,122,97,6,91,34,726,1
1,1,4,0,0,2120,346,212,182,3,303,20,1573,1
0,0,1,0,0,4135,684,343,79,4,609,17,3356,1
0,0,3,0,0,2716,444,247,115,9,379,7,2151,1
2,80,7,0,4,3268,384,244,487,26,225,108,2290,1
1,111,19,0,11,6281,585,358,1325,8,381,391,3981,1
2,20,1,0,3,1184,127,104,166,17,84,29,863,1
1,0,4,0,0,885,83,80,178,2,49,12,613,1
1,2,2,0,0,1525,235,163,64,25,123,19,1208,1
0,42,14,0,1,2052,143,105,454,31,31,331,1125,1
0,0,0,0,0,1441,287,191,111,58,84,172,861,1
0,75,3,0,7,2432,241,182,480,39,109,126,1586,1
1,0,0,0,1,2123,327,214,268,89,209,47,1482,1
2,24,5,0,1,1307,87,68,450,0,74,60,711,1
1,0,2,0,0,3489,62,62,240,0,11,517,2671,1
1,0,2,0,63,13396,982,488,1803,116,484,1983,8629,1
0,0,2,0,0,912,176,109,39,12,154,27,671,1
8,69,16,0,11,3530,258,199,932,5,224,122,2219,1
26,0,0,0,0,1814,265,180,208,13,66,115,1227,1
5,142,4,0,1,5865,756,452,1343,112,345,185,3582,1
2,0,1,0,0,1913,318,211,65,13,256,9,1522,1
4,304,24,0,46,16551,2041,838,2748,94,1628,499,11263,1
0,87,2,0,36,5176,595,404,865,28,400,326,3391,1
1,55,5,0,0,2744,336,246,468,18,221,19,1922,1
0,31,2,0,1,957,115,88,180,2,92,25,638,1
1,0,0,0,7,14303,2432,1010,1889,366,1580,387,9596,1
1,0,1,0,0,1002,143,111,133,8,111,2,725,1
1,59,0,0,48,3764,384,220,652,191,114,286,2443,1
2,199,8,0,2,8604,1214,608,1331,42,885,96,5964,1
0,30,2,0,4,921,86,78,188,7,42,58,590,1
1,0,2,0,0,2608,452,264,78,4,375,54,2025,1
0,89,6,0,19,4239,401,278,965,10,210,237,2637,1
3,93,23,0,8,6124,540,336,1181,78,327,295,4109,1
0,0,3,0,0,999,153,112,49,7,116,24,774,1
0,0,1,0,0,870,116,98,104,12,68,61,590,1
0,95,2,0,12,2610,284,202,451,48,152,149,1727,1
0,40,2,0,4,1128,101,86,230,0,55,52,746,1
0,39,2,0,4,903,88,79,162,10,61,31,623,1
3,0,1,0,0,2406,375,221,72,8,311,16,1944,1
2,69,3,0,18,3719,333,246,782,9,203,321,2284,1
3,166,1,0,0,5293,514,325,1125,176,158,112,3543,1
2,429,1,0,10,17424,2418,1178,3472,520,891,506,11029,1
2,0,4,0,0,969,135,105,87,3,110,9,739,1
0,23,5,0,1,1620,183,157,230,16,134,167,1041,1
0,0,0,0,0,867,12,12,12,0,0,189,655,1
5,93,16,0,13,4470,317,207,1029,78,116,304,2821,1
2,0,0,0,0,1237,161,119,303,1,133,19,752,1
1,0,1,0,0,737,126,102,24,8,98,14,574,1
0,22,7,0,2,935,61,45,240,32,10,79,556,1
9,9,5,0,0,2285,190,157,325,8,101,70,1701,1
1,3,3,0,0,1716,291,165,158,38,114,117,1151,1
2,116,0,0,27,4122,341,191,824,74,76,373,2585,1
2,347,13,0,98,15927,1160,507,4119,32,897,1080,9568,1
1,95,8,0,9,5804,644,383,972,41,504,308,3881,1
43,724,91,0,61,38690,4438,1267,7078,194,3115,706,26469,1
0,0,4,0,0,816,119,93,50,41,68,39,609,1
4,179,3,0,20,8729,774,447,1812,4,644,345,5799,1
2,15,0,0,0,791,94,74,143,10,45,34,521,1
4,0,2,0,0,942,91,78,307,0,43,21,524,1
0,23,4,0,1,736,77,68,176,38,27,72,412,1
0,91,6,0,17,3674,363,259,631,37,200,113,2566,1
0,128,8,0,16,4285,401,251,891,125,101,288,2706,1
0,0,0,0,0,6091,80,80,55,0,0,931,5026,1
1,29,3,0,0,1153,92,81,273,2,41,16,773,1
1,4,4,0,0,1124,155,124,89,14,89,53,828,1
0,0,0,0,0,1606,300,184,40,9,264,22,1245,1
0,0,1,0,0,76,11,11,5,0,10,0,61,1
1,73,1,0,21,2548,185,114,603,2,153,198,1559,1
4,47,2,0,6,2077,207,145,407,0,170,80,1384,1
0,45,2,0,0,1834,217,183,269,12,136,104,1245,1
0,41,5,0,8,2470,266,197,430,8,178,166,1609,1
0,0,0,0,3,16452,2862,1142,1815,405,1920,414,11362,1
0,0,0,0,0,940,13,13,26,0,0,199,703,1
1,121,20,0,17,12147,1476,765,1449,33,1072,434,8789,1
1,0,2,0,0,2506,392,230,183,355,19,18,1914,1
2,43,2,0,1,1832,173,150,547,10,106,32,1081,1
0,119,2,0,7,2589,306,185,556,18,219,113,1615,1
6,89,0,0,16,7372,1079,638,856,43,842,341,5097,1
4,0,4,0,3,12513,2282,974,700,319,1624,210,9322,1
0,0,1,0,0,192,29,27,10,3,22,0,154,1
0,0,0,0,0,1130,19,19,0,0,0,137,975,1
3,22,6,0,2,1376,114,104,287,26,62,102,874,1
0,0,0,0,0,1373,268,180,95,61,169,9,1002,1
2,0,0,0,0,371,56,48,23,2,35,8,285,1
1,78,14,0,42,5201,448,271,1126,14,199,489,3139,1
0,64,0,0,0,4942,612,417,630,102,388,344,3357,1
1,0,2,0,0,1024,130,99,163,4,82,33,699,1
1,40,10,0,6,1886,156,126,344,59,52,180,1207,1
0,99,0,0,1,4588,599,409,736,75,333,144,3110,1
2,6,3,0,0,967,90,86,326,2,62,13,539,1
0,0,2,0,0,528,67,58,115,2,50,14,333,1
2,128,0,0,30,4639,413,248,882,76,151,340,3005,1
2,0,0,0,0,3480,534,340,465,53,380,89,2393,1
0,0,3,0,0,1214,157,126,256,10,108,27,775,1
2,28,3,0,0,1549,195,160,197,2,160,47,1111,1
0,69,13,0,16,4634,469,303,922,51,340,243,3001,1
1,2,2,0,0,2108,329,234,109,15,205,60,1611,1
1,559,0,0,103,21025,3132,1173,3321,770,1743,860,13713,1
0,106,6,0,24,5020,399,235,984,84,163,272,3366,1
1,0,0,0,0,3174,463,284,316,38,272,106,2290,1
0,1,1,0,0,1922,306,174,112,0,281,3,1502,1
0,30,2,0,0,1586,164,126,258,6,119,23,1142,1
0,0,6,0,0,1080,134,107,75,6,111,28,844,1
0,1,2,0,0,960,145,125,57,6,75,48,711,1
0,0,3,0,0,797,115,92,90,6,75,30,563,1
0,3,4,0,0,1496,224,172,95,4,159,26,1152,1
1,121,21,0,17,12180,1477,766,1456,33,1073,433,8815,1
0,0,1,0,0,1097,155,115,205,19,111,9,729,1
1,1,4,0,0,1792,259,183,165,3,220,25,1344,1
5,4,6,0,6,14245,2445,1042,1590,439,1465,507,9704,1
2,0,2,0,5,16621,2695,1213,1973,482,1713,1253,10701,1
0,0,0,0,0,318,50,43,9,1,37,20,240,1
2,170,7,0,39,7460,611,281,1845,5,436,446,4559,1
0,0,0,0,0,471,84,69,14,2,68,31,343,1
0,199,39,0,16,8123,368,190,1923,6,281,561,5272,1
0,10,1,0,0,332,41,37,53,0,32,9,230,1
0,0,2,0,0,891,121,91,43,8,100,22,706,1
2,0,0,0,0,1185,171,146,173,46,89,26,816,1
0,0,1,0,0,843,116,98,102,12,69,48,578,1
0,28,7,0,1,1940,176,141,376,7,102,69,1320,1
2,106,1,0,50,5270,447,313,1162,11,211,420,3242,1
0,262,7,0,30,17064,2069,816,2488,12,1686,330,12178,1
1,0,1,0,0,800,109,92,107,8,69,4,581,1
1,52,4,0,5,3247,289,170,641,56,130,177,2141,1
0,26,4,0,3,1505,196,155,211,60,112,89,1010,1
1,40,10,0,6,1833,157,127,344,58,52,180,1153,1
0,44,3,0,10,1751,177,120,352,5,117,120,1103,1
2,172,2,2,2,5512,304,177,1086,113,62,300,3059,1
0,3,4,0,0,1675,253,189,91,4,207,22,1310,1
3,0,1,0,0,2805,280,179,815,12,28,407,1304,1
1,0,0,0,0,2647,428,237,200,12,306,81,1939,1
6,72,12,0,3,4020,305,215,935,16,228,231,2550,1
0,37,2,0,9,1469,162,110,291,5,108,123,894,1
0,3,4,0,0,1445,202,148,74,8,141,0,1170,1
1,4,4,0,0,953,139,108,107,4,67,59,649,1
1,18,0,0,1,711,37,35,187,11,11,85,403,1
1,0,2,0,0,4954,842,403,259,28,717,48,3806,1
0,13,1,0,0,721,109,80,81,22,75,15,517,1
1,77,1,0,24,2661,304,184,516,86,148,175,1667,1
1,143,2,0,58,8773,725,360,2003,61,479,626,5419,1
1,29,3,0,0,1217,103,93,280,3,48,4,831,1
0,58,3,0,4,1769,204,161,300,19,126,58,1208,1
2,186,31,0,10,8275,695,342,1838,215,342,361,5382,1
0,114,4,0,8,2477,283,180,532,16,204,112,1551,1
0,108,11,0,13,6074,669,407,1036,6,520,184,4186,1
